,name_x,free_bikes,longitude,latitude,fsq_id,category_id,category_name,distance,country,city,address,name_y
1666,,,2.34,48.846,4ba8b203f964a520a6e739e3,16017.0,Garden,973.0,FR,Paris,6e Arrondissement,Luxembourg Garden (Jardin du Luxembourg)
1667,,,2.34,48.846,4ba8b203f964a520a6e739e3,16017.0,Garden,580.0,FR,Paris,6e Arrondissement,Luxembourg Garden (Jardin du Luxembourg)
1668,,,2.322,48.842,4b5f3d50f964a52066af29e3,16046.0,Scenic Lookout,1153.0,FR,Paris,33 avenue du Maine,Montparnasse Tower Observation Deck (Observatoire Panoramique de la Tour Montparnasse)
1669,,,2.322,48.842,4b5f3d50f964a52066af29e3,16046.0,Scenic Lookout,548.0,FR,Paris,33 avenue du Maine,Montparnasse Tower Observation Deck (Observatoire Panoramique de la Tour Montparnasse)
1670,,,2.322,48.842,4b5f3d50f964a52066af29e3,16046.0,Scenic Lookout,616.0,FR,Paris,33 avenue du Maine,Montparnasse Tower Observation Deck (Observatoire Panoramique de la Tour Montparnasse)
1671,,,2.347,48.847,4e83dade4fc6f78732f6b025,16041.0,Plaza,1193.0,FR,Paris,place du Panthéon,Place du Panthéon
1672,,,2.347,48.847,4e83dade4fc6f78732f6b025,16041.0,Plaza,589.0,FR,Paris,place du Panthéon,Place du Panthéon
1673,,,2.347,48.847,4e83dade4fc6f78732f6b025,16041.0,Plaza,1413.0,FR,Paris,place du Panthéon,Place du Panthéon
1674,,,2.347,48.847,4e83dade4fc6f78732f6b025,16041.0,Plaza,367.0,FR,Paris,place du Panthéon,Place du Panthéon
1675,,,2.339,48.848,5096523c498ecb7e553bc676,16016.0,Fountain,1186.0,FR,Paris,Jardin du Luxembourg,Medici Fountain (Fontaine Médicis)
1676,,,2.328,48.858,4cab440436fa6dcb2f6cd778,10004.0,Art Gallery,552.0,FR,Paris,41 rue de Verneuil,Art Gallery l'Oeil et la Main
1677,,,2.359,48.843,4adcda09f964a5200c3421e3,16000.0,Landmarks and Outdoors,551.0,FR,Paris,place Valhubert,Jardin des Plantes
1678,,,2.359,48.843,4adcda09f964a5200c3421e3,16000.0,Landmarks and Outdoors,3334.0,FR,Paris,place Valhubert,Jardin des Plantes
1679,,,2.359,48.843,4adcda09f964a5200c3421e3,16000.0,Landmarks and Outdoors,1038.0,FR,Paris,place Valhubert,Jardin des Plantes
1680,,,2.359,48.843,4adcda09f964a5200c3421e3,16000.0,Landmarks and Outdoors,5502.0,FR,Paris,place Valhubert,Jardin des Plantes
1681,,,2.359,48.843,4adcda09f964a5200c3421e3,16000.0,Landmarks and Outdoors,751.0,FR,Paris,place Valhubert,Jardin des Plantes
1682,,,2.355,48.849,4d3898babb0d721ea09c55e3,13027.0,Bistro,556.0,FR,Paris,20 rue Foss\u00e9s Saint Bernard,Au Moulin à Vent
1683,,,2.355,48.849,4d3898babb0d721ea09c55e3,13027.0,Bistro,1494.0,FR,Paris,20 rue Foss\u00e9s Saint Bernard,Au Moulin à Vent
1684,,,2.355,48.849,4d3898babb0d721ea09c55e3,13027.0,Bistro,554.0,FR,Paris,20 rue Foss\u00e9s Saint Bernard,Au Moulin à Vent
1685,,,2.312,48.848,51602778e4b01c5e825f4878,13047.0,Pastry Shop,675.0,FR,Paris,65 avenue de Breteuil,Mori Yoshida
1686,,,2.315,48.856,4dc790c01fc72e86376fc69c,16017.0,Garden,1054.0,FR,Paris,79 rue de Varenne,Jardin du Musée Rodin
1687,,,2.392,48.895,4bc773712f94d13ac3f3117f,10037.0,Concert Hall,1731.0,FR,Paris,211 avenue Jean Jaurès 19e,Cabaret Sauvage
1688,,,2.391,48.891,4adcda0af964a520203421e3,16039.0,Urban Park,2048.0,FR,Paris,211 avenue Jean Jaurès,Parc de la Villette
1689,,,2.394,48.892,50f910b8e4b0f0c81f22e25a,10037.0,Concert Hall,2250.0,FR,Paris,211 avenue Jean Jaurès 75019,Philharmonie de Paris
1690,,,2.394,48.89,4adcda15f964a520a63721e3,10027.0,Museum,2365.0,FR,Paris,221 avenue Jean Jaurès,Cité de la Musique
1691,,,2.379,48.888,5571d51f498e9ea789f8342d,13006.0,Beer Bar,2553.0,FR,Paris,41 bis quai de la Loire,Paname Brewing Company
1692,,,2.361,48.891,4b091db5f964a520491423e3,13065.0,Restaurant,2765.0,FR,Paris,10 rue de l'Olive,Marché de l'Olive
1693,,,2.382,48.88,4adcda09f964a520113421e3,16032.0,Park,3399.0,FR,Paris,rue Botzaris,Boulangerie des Buttes Chaumont (Parc des Buttes-Chaumont)
1694,,,2.339,48.905,4adcda19f964a520ac3821e3,12082.0,Organization,3426.0,FR,Saint-Ouen,1 rue Charles Garnier,Mains d'Oeuvres
1695,,,2.344,48.891,51eaf458498e71cde524700b,17080.0,Wine Store,3696.0,FR,Paris,65 rue du mont-Cenis,Comestibles et Marchand de Vins
1696,,,2.345,48.887,5710c77a498e3021c0641aa9,13000.0,Dining and Drinking,3955.0,FR,Paris,10 rue Lamarck 18e,Hardware Société
1697,,,2.335,48.82,4adcda0af964a520243421e3,16032.0,Park,2947.0,FR,Paris,37 boulevard Jourdan,Parc Montsouris
1698,,,2.335,48.82,4adcda0af964a520243421e3,16032.0,Park,1805.0,FR,Paris,37 boulevard Jourdan,Parc Montsouris
1699,,,2.335,48.82,4adcda0af964a520243421e3,16032.0,Park,4024.0,FR,Paris,37 boulevard Jourdan,Parc Montsouris
1700,,,2.337,48.818,4dd7daae7d8b322663f9a365,16032.0,Park,2896.0,FR,Paris,Cité Internationale Universitaire,Parc de la Cité Internationale Universitaire
1701,,,2.337,48.818,4dd7daae7d8b322663f9a365,16032.0,Park,3716.0,FR,Paris,Cité Internationale Universitaire,Parc de la Cité Internationale Universitaire
1702,,,2.409,48.835,4adcda09f964a5200f3421e3,19019.0,Vacation Rental,2250.0,FR,Paris,293 avenue Dausmenil,Bois de Vincennes
1703,,,2.441,48.845,4adcda09f964a520103421e3,16011.0,Castle,2659.0,FR,Vincennes,avenue de Paris,Métro Château de Vincennes (Château de Vincennes)
1704,,,2.219,48.841,4b790b65f964a520ede92ee3,13064.0,Pizzeria,1157.0,FR,Saint-Cloud,21 rue d'Orléans,Le Garde-Manger
1705,,,2.219,48.841,4b790b65f964a520ede92ee3,13064.0,Pizzeria,2837.0,FR,Saint-Cloud,21 rue d'Orléans,Le Garde-Manger
1706,,,2.254,48.836,4bab6466f964a520d1a53ae3,13027.0,Bistro,1540.0,FR,Boulogne-Billancourt,33 rue Marcel Dassault,Mon Bistrot
1707,,,2.254,48.836,4bab6466f964a520d1a53ae3,13027.0,Bistro,5099.0,FR,Boulogne-Billancourt,33 rue Marcel Dassault,Mon Bistrot
1708,,,2.253,48.842,4adcda15f964a520c43721e3,18001.0,Athletic Field,1634.0,FR,Paris,24 rue du Commandant Guilbaud 16e,Parc des Princes
1709,,,2.253,48.842,4adcda15f964a520c43721e3,18001.0,Athletic Field,4723.0,FR,Paris,24 rue du Commandant Guilbaud 16e,Parc des Princes
1710,,,2.249,48.847,4be3d3e6cbdbef3bf8a360d8,18043.0,Racquetball Club,1773.0,FR,Paris,Stade Roland Garros,Court Philippe Chatrier
1711,,,2.249,48.847,4be3d3e6cbdbef3bf8a360d8,18043.0,Racquetball Club,4192.0,FR,Paris,Stade Roland Garros,Court Philippe Chatrier
1712,,,2.251,48.847,4bb7179b2ea19521f38aac2f,13152.0,Brasserie,1699.0,FR,Paris,2 bis avenue Gordon Bennett,Stade Roland Garros
1713,,,2.251,48.847,4bb7179b2ea19521f38aac2f,13152.0,Brasserie,4138.0,FR,Paris,2 bis avenue Gordon Bennett,Stade Roland Garros
1714,,,2.253,48.847,4bf7e54b5efe2d7f1daa6934,16017.0,Garden,1900.0,FR,Paris,3 avenue de la Porte d'Auteuil,Jardin des Serres d'Auteuil
1715,,,2.253,48.847,4bf7e54b5efe2d7f1daa6934,16017.0,Garden,4443.0,FR,Paris,3 avenue de la Porte d'Auteuil,Jardin des Serres d'Auteuil
1716,,,2.197,48.834,4bc1d0f3461576b06e597c32,16032.0,Park,2634.0,FR,Saint-Cloud,Domaine National de Saint-Cloud,Parc de Saint-Cloud (Domaine National de Saint-Cloud)
1717,,,2.197,48.834,4bc1d0f3461576b06e597c32,16032.0,Park,3085.0,FR,Saint-Cloud,Domaine National de Saint-Cloud,Parc de Saint-Cloud (Domaine National de Saint-Cloud)
1718,,,2.278,48.842,4bfd07b78992a5930373abb0,13035.0,Coffee Shop,3376.0,FR,Paris,48 rue Balard,La Grenouille Bleue
1719,,,2.246,48.87,4bcd8a9b8920b7130ad49fdc,16017.0,Garden,4054.0,FR,Paris,route de Sèvres à Neuilly,Parc de Bagatelle
1720,,,2.246,48.87,4bcd8a9b8920b7130ad49fdc,16017.0,Garden,3884.0,FR,Paris,route de Sèvres à Neuilly,Parc de Bagatelle
1721,,,2.358,48.878,4b6094bcf964a520b3ee29e3,13067.0,African Restaurant,273.0,FR,Paris,5 rue des Deux Gares,Le Dellys
1722,,,2.349,48.878,504cdce545b0de0e10c550eb,13027.0,Bistro,394.0,FR,Paris,92 rue du Faubourg Poissonnière 9e,Abri
1723,,,2.35,48.876,5daf5ce348f796000802bc27,13236.0,Italian Restaurant,494.0,FR,Paris,44 rue de Paradis,Libertino by Big Mamma
1724,,,2.353,48.873,59231a2d97461712d41fbd89,13377.0,Vegan and Vegetarian Restaurant,662.0,FR,Paris,11 rue des Petites Ecuries,Jah Jah By le Tricycle
1725,,,2.35,48.873,59822a59e96d0c565387343e,13148.0,French Restaurant,728.0,FR,Paris,27 rue d ́Hauteville,Eels
1726,,,2.344,48.885,4adcda0ff964a5207f3521e3,10027.0,Museum,955.0,FR,Paris,2 rue Ronsard,Halle Saint-Pierre
1727,,,2.3,48.774,4d2c4008467d6ea865cbe695,10030.0,History Museum,5791.0,FR,Sceaux,domaine du Parc de Sceaux,Château de Sceaux
1728,,,2.372,48.855,5c67f4e8a2a6ce002c36a55f,13034.0,Café,197.0,FR,Paris,12 rue Saint Sabin,Le Café Alain Ducasse Avec 1895 By Lavazza
1729,,,2.373,48.854,4adcda08f964a520aa3321e3,10039.0,Music Venue,327.0,FR,Paris,5 passage Louis-Philippe 11e,Café de la Danse
1730,,,2.367,48.855,4b82c9adf964a520f7e430e3,16041.0,Plaza,560.0,FR,Paris,24 rue des Tournelles,Place des Vosges
1731,,,2.367,48.855,509ceef329a664775e200554,17058.0,Beer Store,495.0,FR,Paris,16 rue des Tournelles,La Moustache Blanche
1732,,,2.374,48.852,564387f4498ef77ac348d5c7,13064.0,Pizzeria,516.0,FR,Paris,9 rue de Charonne,Nove
1733,,,2.367,48.853,5006b402e4b052ccd4ab259f,13377.0,Vegan and Vegetarian Restaurant,614.0,FR,Paris,9 rue Jacques Coeur,Café Ginger
1734,,,2.364,48.856,5023fdf4e4b0b3d65ba53fa9,13046.0,Ice Cream Parlor,646.0,FR,Paris,1 rue des Francs Bourgeois,Amorino
